product_id,title,description,brand,category
440,vidaXL kocka alakú acélhuzal gabion magaságyás 60 x 60 x 60 cm,"Ezzel a gabion magaságyással kényelmesen szabhat biztonságos, mégis stílusos határt a virág- és növényágyásoknak kertjében vagy teraszán. Az erős gabiont kövekkel vagy kavicsokkal lehet feltölteni. A rozsdamentes és időjárásálló acélhuzalból készült gabion rendkívül stabil és strapabíró. A metszéspontoknál hegesztett kereszt- és hosszirányú huzalok extra stabilitást biztosítanak a gabion virágtartónak, amely dróthálóként is használható. Gabion virágtartónkat könnyű összeszerelni. Kérjük, vegye figyelembe, hogy a kövek és a növények nem alaptartozékok. Színe: ezüst Anyaga: acélhuzal Mérete: 60 x 60 x 60 cm (Ho x Szé x Ma) Háló mérete: 10 x 5 cm (Ho x Szé) Huzal átmérője: 3,5 mm Nagy teherbírás Összeszerelést igényel: igen Figyelem! A fémhuzalok hegyesek és élesek lehetnek! A telepítés során viseljen védőcipőt és védőkesztyűt!",,
441,sugar skull Floral Pattern Diaper Bag Backpack,"sugar skull Floral Pattern Diaper Bag Backpack Made to Order Item. It is hand-cut and sewn just for your order! This process starts as soon as your order is placed and may have a processing time of 5-9 business days before it ships. 24.34 Oz. Made from waterproof nylon Large capacity. One main compartment and some seperate pockets inside provide enough space. Front compartment includes 3 seperate insulated pockets that can hold milk bottles. A mesh pocket featured. Padded back and adjustable shoulder straps for ultra comfort and stability. Multi function backpaks are suitable for many occasions. Zipper closure allows it easy to open and close, ⏱Shipping and Delivery Time This is a Made to Order Item. It is hand-cut and sewn just for your order! This process starts as soon as your order is placed and may have a processing time of 5-9 business days before it ships. ✈ Delivery Time 🇺🇸US Delivery Time: 10-20 business days 🌍International Delivery Time: 10-40 business days *** Express shippi",,
442,DJI Neo Drone Fly More Combo,"At 135 g, DJI Neo is DJI's lightest and most compact drone to date. Take off and land on your palm effortlessly without a remote controller, and capture cinematic footage with YOU in focus. Soar through breathtaking scenery, indoors and out, and include everybody in a group photo. Enjoy a fresh perspective on everyday life with DJI Neo. Main Features: 135 g, Light and Portable Palm Takeoff & Landing AI Subject Tracking, QuickShots Multiple Control Options 4K Ultra-Stabilised Video Full-Coverage Propeller Guards From Your Hand to the Sky DJI Neo effortlessly takes off and lands from your palm. Press the mode button, select a shooting mode, and Neo captures impressive footage automatically without a remote. Take Centre Stage With AI Subject Tracking Neo, equipped with AI algorithms, acts as your photographer, tracking and following you during activities like cycling or hiking, ensuring captivating follow shots. Spark Creativity With QuickShots DJI Neo offers six intelligent shooting mode",,
443,Röm. Gladius Schwert,"VERKAUF AB 18 JAHREN! (LICHTBILDAUSWEIS PER E-MAIL ERFORDERLICH) VERKAUF NUR IN Österreich Röm. Gladius Schwert Typische Form eines eines römischen Gladius. Ausführung für einen einfachen Legionär. Handgeschmiedet aus Karbonstahl. Knauf und Griff aus gedrechseltem Holz. Die Klinge ist nicht geschärft. Jetzt inkl. Holz-Lederscheide mit Messingverzierungen Details: - Gesamtlänge: ca. 74 cm - Klingenlänge: ca. 51 cm - Max. Klingenbreite: ca. 5,2 cm - Schlagkante: ca. 1 mm - Gewicht: ca. 1,1 kg",,
444,Belt Kit For Video Cassette Recorder Samsung VX-30 R,Content: 1 Square Belt Compatible Model: VX30R This product we offer here is not a original spare part. Condition: New,,
445,Braun Silk-épil 7 Epilator SE7-081,"Style: SE7-081 Brand Braun Recommended uses for product Leg Special features Wet, dry Power source Battery Powered Model name Epil7 About this item Up to 1 month of smooth skin at any time, from the comfort of your home All-in-one SkinSpa kit for head-to-toe smoothness: includes massage pad, exfoliation brush, lady shaver head and trimmer comb Efficient: the wide head removes more (vs Braun Silk-épil 5) hair in one stroke. The epilator catches short hairs (0.5mm) that wax can't Comfortable epilation: features a massage roller cap that helps reduce pain sensation Gentle hair removal: wet and dry usage. Gently epilate in the bath or under the shower for less pain, more comfort",,
446,OPERADOR PARA PUERTAS BATIENTES FAAC 950N2 / IDEAL PARA AUTOMATIZACIÓN DE PUERTAS PEATONALES,Características Principales: Frecuencia de utilización del 100% Angulo máximo de apertura de 100° Velocidad de apertura regulable Características Eléctricas: Alimentación a 110 VAC Potencia máxima 100W Motor eléctrico a 24V Características físicas: Dimensiones 530 x 105 x 160 mm Peso del dispositivo 10 kg Grado de protección IP 23 ( Uso Interior) ¿Qué equipos necesito para una instalación? 10541512 Operador FAAC para puertas batientes. 390039 Brazo articulado para puertas batientes. 790022 Programador para operador de puertas batientes (opcional),,
447,Duotone Select SLS,"With its outline, the Select SLS offers immense comfort, making every ride a pleasure. The board excels in low wind conditions, ensuring you get the most out of your session. Soft landings are no longer a challenge, as the Select SLS provides exceptional support and cushioning. The Textreme Innegra construction of the Select SLS ensures a lightweight construction without compromising on comfort. Glide effortlessly across the water as this board offers a fast, smooth and agile ride. Experience reduced fatigue and longer sessions thanks to the comfort-focused engineering. The new asymmetric deck design of the Select SLS delivers superb engagement of the heel-side edge. Enjoy enhanced control and precision in your riding, feeling confident in each turn and maneuver. This design feature adds an extra dimension to the board's performance, making it perfect for riders of all skill levels. Experience smooth carving like never before with the clever Space Flex technology. This innovative featu",,
448,Mini Home Projector,"This 1080P native projector delivers exceptional image quality with a resolution of 1920 x 1080, providing a highly detailed and clear visual experience. With a high dynamic contrast ratio of 1000:1, the projector significantly enhances image depth and sharpness, making it a perfect choice for those who prioritize quality. The advanced optical design features a 5x high-refractive glass combination lens, ensuring outstanding clarity and color fidelity, resulting in an immersive video experience whether you’re watching movies, playing games, or streaming content. Designed for convenience, the projector is powered by MobilePuissance, making it an excellent companion for travel, hiking, or camping adventures. It doesn’t come with its own battery, so it requires a 5V/2A power supply, such as a wall charger or portable power bank. This makes it ideal for use in locations where access to electricity is limited, allowing you to enjoy entertainment on the go. Its portability and ease of use mak",,
449,UDG U93028BL UDG Ultimate Pick Foam Flight Case AlphaTheta XDJ-AZ Black,"UDG U93028BL UDG Ultimate Pick Foam Flight Case AlphaTheta XDJ-AZ Black FlightCase per un facile trasporto per controller Dj AlphaTheta XDJ-AZ. NUOVO con GARANZIA ITALIANA Descrizione: Noi di UDG abbiamo ulteriormente perfezionato il già ottimo design del nostro flight case, trasformandolo in uno pensato appositamente per gli artisti creativi più esigenti. Realizzato in alluminio, offre una struttura estremamente stabile e più leggera rispetto ai flight case tradizionali. I lati interni sono protetti da una schiuma pick & pluck, che consente all'utente di creare scomparti personalizzati. La schiuma pick & pluck consente di creare qualsiasi forma desiderata per l'AlphaTheta XDJ-AZ e di creare un ulteriore alloggiamento per i cavi. Questa schiuma pick & pluck crea un sistema di interni per il case facile e personalizzato, fai da te. Il flight case UDG Ultimate Pick Foam AlphaTheta XDJ-AZ è progettato per proteggere il tuo AlphaTheta XDJ-AZ da danni accidentali durante il trasporto da e v",,
450,Fox EDGES 1.5mm Nut/Pellet Drill,"EDGES ™ Nut Drill The FOX 1.5mm Nut Drill is perfect for drilling fine holes through the center of any hard bait from trout pellets through to nuts, air dried boilies and floating pellets",,
451,'Caroline's Treasures 8829DDM Dish Drying Mat 14 x 21 Multicolor'',Tired Of Setting Dishes On An Old Towel? Well Fret No More When You Set Your Eyes On This Decorative Dish Mat! It Measures 14 Inches X 21 Inches And Features A Water-Absorbent Polyester Face Polyurethane Foam Insert Polyester Mesh Lining And A Binding Edge Finish. Add A Touch Of Flair And Functionality To The Kitchen By Ordering Yours Today! Model No : 8829Ddm''Caroline'S Treasures 8829Ddm Dish Drying Mat 14 X 21 Multicolor''Brand : Caroline'S Treasures,,
452,Free Mock Up Flying Business Card Psd Template,Visit Download Page Life-changing free psd mockup of free mock up flying business card psd template. Download this psd from Freepsdtemplates. You can add your own creative in to this blank mockup.,,
453,Raspberry Pi High Quality Camera with Interchangeable Lens Base,"Raspberry Pi High-Quality Camera A high-quality camera board for Raspberry Pi enthusiasts and hobbyists. Resolution: 12.3 Megapixel Camera Sensor: Sony IMX477 sensor Lens Focus: Adjustable back focus (12.5 mm–22.4 mm) Output: RAW12/10/8, COMP8 Lens standards: C-mount, CS-mount (C-CS adapter included) IR cut filter: Integrated Ribbon cable length: 200 mm Tripod mount: 1/4”-20 Top Features: 12.3-megapixel resolution Adjustable back focus Interchangeable C- and CS-mount lenses Integrated IR cut filter The Raspberry Pi High-Quality Camera is a versatile camera board compatible with Raspberry Pi 1/2/3/4 boards. It features a Sony IMX477 sensor and supports interchangeable C- and CS-mount lenses, providing flexibility for various photography projects. The adjustable back focus allows for precise focusing, while the integrated IR cut filter enhances image quality. The camera comes with a CS-mount but includes a C-mount adapter, enabling easy attachment of a wide range of lenses through third-",,
454,991.2 M-Tuner ProTune,"We are now offering remote ProTuning for all of our customers who have purchased the M-Tuner Suite for 991.2. For those of you who are looking for every ounce of safe power out of your 991.2, or have parts configurations not specified in our map notes, we can now customize your calibration remotely. We are also able to customize your On-The-Fly Live Map Switching slots (up to 4 slots). Due to the complexity of adding auxiliary fuel systems (meth) or upgraded turbos we charge an additional $250 for 991.2 cars with those installed. Our pricing is good for one tuning session based on your parts configuration and a single fuel. We will provide revisions for that map until both parties are satisfied with the tuning results based on datalogs and feedback. Additional octanes are $250 to be done on the same tuning day. *M-Tuner is required for ProTuning Services. For this purchase, a liability waiver will need to be signed and e-mailed to us. Here is a link to the waiver: https://drive.google.",,
455,"Bautrockner Profigerät, Luftentfeuchter. Trockner - bis 52 Liter / Tag.","Produktinformation des Profi-Bautrockners, auch für Dauerbetrieb ausgelegt. Damit trocken Sie alles! Empfohlen für Raumgrößen bis 94 qm. Der Luftentfeuchter TTK 171 Eco von eignet sich ideal für Flächen bis zu 80 m² bzw. Räume bis zu 220 m³. Er zeichnet sich durch eine hohe Entfeuchtungsleistung von bis zu 52 Litern pro Tag aus. Der integrierte Wasserbehälter des Profi-Bautrockners hat ein Fassungsvermögen von 6,6 Litern und muss erst nach dieser Menge entleert werden. Die Bedienung erfolgt komfortabel über ein digitales Bedienfeld, welches eine einfache Steuerung ermöglicht. Zusätzlich bietet der Entfeuchter die Möglichkeit, das Ein- und Ausschalten vorzuprogrammieren. Hauptmerkmale: Luftleistung: 210 m³/h Produktart: Bautrockner Empfohlene Raumgröße: 70 bis 94 m² Spannung: 221 - 230 V Modell: BT171 Wassertankvolumen: 6,6 Liter Schallpegel: 52 dB(A) Besonderheiten: Timer, Staubfilter, LED-Anzeige, Sichtbare Wasserstandsanzeige, Abnehmbarer Wassertank, Automatikmodus, Mit Pumpe, Trageg",,
